Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BRFS3.SA,CMIG4.SA,CRFB3.SA,CSNA3.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MRFG3.SA,PETR3.SA,PETR4.SA,RAPT4.SA,VALE3.SA
2023-07-03,14.5075,14.3181,22.6143,8.8714,8.0494,11.1608,10.6073,25.5042,18.1126,17.5208,6.1351,26.0778,23.0827,11.2156,54.9383
2023-07-04,14.2533,14.1359,22.4707,8.9112,7.9804,11.1608,10.6159,25.3457,18.2034,17.5121,6.0669,26.1398,23.1364,11.0587,54.6645
2023-07-05,14.3192,14.1263,22.3226,9.8272,7.9553,11.3575,10.6331,25.5658,18.1374,17.6589,6.3652,26.132,23.1057,11.0587,54.1834
2023-07-06,13.9615,13.5989,21.995,9.3592,7.8424,10.8068,10.478,25.1871,17.8565,17.0977,6.2118,25.799,22.7527,11.0587,53.7936
2023-07-07,13.9803,13.7715,22.4213,10.0363,7.9051,11.4362,10.9606,25.6627,18.063,17.633,6.3822,25.6596,22.6376,11.2525,54.2995
2023-07-10,14.131,13.503,22.0084,9.8371,7.8675,11.328,10.5987,25.4954,17.9143,16.4932,6.4078,25.6596,22.676,11.1694,53.47
2023-07-11,13.7732,13.3591,21.6943,9.6579,7.8424,11.2887,10.6762,25.0462,17.7739,16.2859,6.3055,25.4582,22.3691,11.1325,55.2286
2023-07-12,13.8297,13.666,21.3442,9.6181,7.8361,11.2788,10.8227,24.8965,17.5922,16.0355,6.4333,25.3807,22.3844,11.1233,55.6185
2023-07-13,13.8956,13.9633,21.5462,9.4986,7.9741,10.9248,11.176,25.1695,17.7987,15.9319,6.4163,25.7525,22.7374,11.5664,56.9125
2023-07-14,13.8768,13.8578,21.4026,8.8614,7.8925,10.6593,11.1071,24.9053,17.6666,15.3965,6.3055,25.2104,22.2923,11.031,56.9125
2023-07-17,13.9521,13.9921,21.5911,8.6224,7.8925,10.8363,11.0984,25.3897,17.6748,15.5088,6.2629,25.2181,22.2463,11.0587,56.2821
2023-07-18,13.8109,14.1072,21.6629,8.712,7.811,10.6888,11.0467,24.8965,17.6583,15.5865,6.1521,25.0012,22.1235,11.1048,55.9254
2023-07-19,13.7732,14.0017,21.2859,8.6822,7.7796,10.5217,10.9433,24.6323,17.3032,15.3533,6.1521,25.1406,22.3307,11.0033,55.7761
2023-07-20,14.0462,14.0113,21.5193,8.5428,7.7671,10.3545,10.9261,25.0903,17.3527,15.4397,6.084,25.3343,22.3537,11.1417,55.9005
2023-07-21,14.404,14.5483,21.7751,8.7419,7.8863,10.7478,10.9606,25.5394,17.3858,15.8024,6.1521,25.799,22.7758,11.2525,56.2406
2023-07-24,14.2345,14.4812,21.3487,8.5428,7.9553,10.9642,11.2449,25.1343,17.9226,16.2859,5.9135,26.3334,23.2515,11.1701,57.9411
2023-07-25,14.1498,14.3757,21.2365,8.3536,7.949,11.3083,11.9084,25.1871,18.0548,16.096,5.8198,26.8058,23.7887,11.1043,59.7328
2023-07-26,14.1027,14.3373,21.416,8.5328,8.0055,12.2228,12.0204,25.328,18.2778,16.4068,5.888,26.6897,23.7887,11.0291,59.5255
2023-07-27,13.8391,14.0017,20.9762,8.5428,7.8549,12.095,11.8567,24.7644,18.6164,16.0873,5.8028,25.1871,22.5532,10.9445,58.4139
2023-07-28,14.0839,14.1167,21.2186,9.1501,7.9051,12.4588,11.5982,25.1343,18.7568,16.096,6.0414,25.6131,22.8372,11.7061,56.0996
2023-07-31,13.9897,14.2894,21.627,9.7177,7.949,13.4913,11.9257,25.2224,18.9963,16.191,6.3226,26.9608,23.8731,11.6967,57.3687
2023-08-01,14.1027,14.1359,21.2545,9.7276,7.9239,13.4127,11.805,25.284,18.7898,16.1046,6.3481,26.3954,23.4818,11.5556,56.5724
2023-08-02,14.1686,14.1647,21.3487,9.7077,7.9239,13.098,11.4604,25.2047,18.7403,16.4068,6.4078,26.2095,23.428,12.054,55.6517
2023-08-03,13.7732,14.2606,21.3846,9.638,7.8235,12.6555,11.2966,25.011,19.178,16.0183,6.4759,26.5812,23.7273,11.7155,56.0
2023-08-04,13.8485,14.1072,21.2724,10.2255,7.6416,11.8,11.1329,24.553,19.4175,16.9422,6.8423,25.4659,23.0213,11.7155,56.0415
2023-08-07,13.8203,14.0304,21.2365,10.0363,7.5412,11.8983,11.0898,24.3593,19.4708,16.4068,6.8935,25.6363,23.1671,11.5462,56.3236
2023-08-08,13.6508,13.8962,21.0884,9.8073,7.5349,11.8492,10.9778,24.3065,19.1536,16.5364,6.7656,25.6208,23.1901,11.4052,55.9586
2023-08-09,13.5379,13.714,20.9718,9.6181,7.6165,11.5837,10.8486,24.2184,18.8198,15.8024,6.6463,25.9152,23.3743,11.3958,55.4526
2023-08-10,13.5284,13.6852,21.0795,9.7874,7.6416,11.7213,10.7796,24.2977,18.8114,16.1651,6.7145,25.9074,23.5048,11.2642,54.7973
2023-08-11,13.519,13.6181,21.3083,9.9068,7.7733,11.6033,10.7365,24.3417,18.9116,15.9837,6.7316,25.9229,23.4511,11.6403,54.341
2023-08-14,13.4908,13.5317,21.0974,9.8073,7.7545,11.0527,10.5901,23.9894,19.1035,15.172,6.5782,26.0468,23.5125,11.6873,52.8956
2023-08-15,13.3684,13.4454,20.9852,10.4843,7.5036,11.1313,10.5211,23.8573,18.8615,15.0598,6.5441,25.9926,23.6813,11.8471,52.3743
2023-08-16,13.3496,13.244,21.1647,10.2553,7.5098,11.0723,10.4694,23.8397,18.8615,15.1029,6.4844,26.7594,24.2031,11.9223,52.1692
2023-08-17,13.3872,12.8796,21.3622,10.0064,7.5349,11.0723,10.3746,23.5579,18.7864,14.7748,6.2544,26.558,24.1264,11.6403,52.9041
2023-08-18,13.519,13.1002,21.4475,10.1558,7.5349,11.6525,10.5297,23.7428,18.7614,14.9907,6.2986,26.7129,24.1877,11.5838,52.3145
2023-08-21,13.472,12.9276,21.3712,9.8869,7.6604,11.1707,10.478,23.646,18.6612,14.7748,6.0844,26.4496,24.0189,11.4146,52.3828
2023-08-22,13.5755,13.292,21.8349,9.9068,7.6855,11.0625,10.547,24.0158,18.7781,14.8352,5.973,26.8498,24.3848,11.8189,53.4767
2023-08-23,13.6038,13.6181,21.9305,9.6778,7.6667,10.856,10.5642,24.3153,18.7948,15.0338,5.8787,28.3806,25.6833,12.054,53.8697
2023-08-24,13.359,13.129,21.6438,9.6878,7.7043,10.62,10.3229,24.0335,18.7363,14.5848,5.8187,28.3085,25.6435,11.9788,53.1519
2023-08-25,13.1707,12.9372,21.3616,9.3692,7.6792,10.3643,10.254,23.6548,18.9199,14.343,5.5702,28.084,25.4682,11.7625,53.0408
2023-08-28,13.3778,12.9755,21.976,9.6181,7.7357,10.4135,10.2971,24.4562,19.0869,14.4207,5.7673,28.3726,25.755,11.5744,53.8014
2023-08-29,13.4249,13.0139,22.099,9.5783,7.7922,10.6692,10.4867,24.8437,19.2872,14.4207,6.3843,28.4768,25.8108,11.6027,55.519
2023-08-30,13.3496,12.6782,21.7803,9.3791,7.9114,10.4725,10.547,24.3681,19.1703,14.1962,6.3158,28.4527,25.986,11.5086,55.5275
2023-08-31,13.0295,12.4001,21.4389,9.0008,7.7357,10.089,10.435,24.1567,18.9951,13.8422,6.35,27.6833,25.4443,11.2548,55.613
2023-09-01,13.0577,12.4481,21.5846,9.0307,7.8173,10.3742,10.6073,24.3662,19.2621,14.4812,6.3072,28.605,25.994,11.9223,58.8687
2023-09-04,13.0483,12.5248,21.5163,9.3294,7.7922,10.4627,10.8572,24.1459,19.3372,14.1962,6.29,28.2123,25.7232,11.8659,59.3046
2023-09-05,13.1895,12.2467,21.4389,9.3393,7.6981,10.443,10.6762,23.7846,19.1286,13.8767,6.2815,29.5107,26.5835,11.8847,59.0482
2023-09-06,13.1613,12.0261,21.2933,9.0008,7.5977,10.0103,10.4867,23.5554,18.7196,13.445,6.2558,29.655,26.703,11.8095,58.0997
2023-09-08,12.8977,12.0261,21.2296,8.8216,7.629,10.0005,10.2798,23.5907,18.4526,13.4018,6.5129,29.4225,26.6074,11.565,57.0059
2023-09-11,13.0577,12.3809,21.5664,8.7021,7.7733,10.0792,10.4522,24.1899,18.7196,13.6004,6.3929,29.2222,26.5835,11.5556,57.8262
2023-09-12,12.9071,12.6207,21.6829,8.8913,7.8486,10.1677,10.4694,24.3309,18.9784,13.8249,6.5214,29.5427,26.711,11.6121,57.7835
2023-09-13,12.8412,12.6686,21.6646,9.2099,7.8863,10.5708,10.3833,24.4543,18.9617,14.0322,6.41,29.158,26.3127,11.4428,57.5613
2023-09-14,12.7376,12.7549,21.7242,9.2099,7.9678,10.4823,10.7624,24.3574,19.0368,13.8681,6.3243,30.0156,26.9818,11.4146,59.9198
2023-09-15,12.6341,12.659,21.7975,8.9211,8.0306,9.7448,10.7021,24.3045,19.2872,13.4536,6.2129,29.5748,26.9978,11.1983,59.4242
2023-09-18,12.6058,12.544,21.7058,9.3094,8.0243,9.4105,10.6676,24.2428,19.2538,13.3241,6.1101,29.9435,27.1889,11.1607,58.7235
2023-09-19,12.6435,12.3905,21.6737,9.4289,8.0996,9.2237,10.6935,24.171,19.404,12.6074,6.3586,29.9435,27.2527,11.0949,58.8346
2023-09-20,12.6811,12.5919,21.8663,9.419,8.2502,9.0663,10.6935,24.5804,20.08,12.6592,6.2472,29.9836,27.3164,10.9257,59.2276
2023-09-21,12.4646,12.074,21.3666,9.3194,8.1247,8.7517,10.5384,24.0197,20.1802,12.0461,6.1187,29.5508,26.8942,10.6718,57.6809
2023-09-22,12.3516,11.9248,21.4033,9.6181,8.087,8.9975,10.4263,23.9574,20.055,11.9943,6.033,29.7672,27.1093,10.7282,58.1082
2023-09-25,12.4458,11.9345,21.2795,9.648,8.1184,8.7713,10.3833,24.0286,19.9882,11.9165,5.9815,29.9595,27.2845,10.5778,56.9119
2023-09-26,12.2763,11.6734,20.977,9.9168,7.9465,8.5648,10.3402,23.6726,19.7462,11.3639,5.9987,29.134,26.6552,10.6248,56.0232
2023-09-27,12.2104,11.6347,21.1603,10.0164,7.8764,8.7025,10.2798,23.6281,19.863,11.2936,6.0501,30.216,27.4996,10.7752,56.1428
2023-09-28,12.2198,11.8088,21.8388,10.1159,7.8955,8.7418,10.366,24.2511,19.7044,11.7488,6.0672,30.0637,27.4439,10.9069,56.9973
2023-09-29,12.3422,11.9895,21.6279,10.1458,7.9019,8.7517,10.4608,24.2155,19.8714,11.7313,6.1101,30.3683,27.5952,10.9633,57.7493
2023-10-02,12.3234,11.7066,21.5683,10.3549,7.8764,8.614,10.3574,23.9752,19.9131,11.2498,6.1529,29.7912,27.181,10.6718,57.2451
2023-10-03,12.2857,11.209,21.2933,10.3947,7.6981,8.3583,10.1678,23.6726,20.0299,10.9697,6.0758,29.4386,27.0615,10.3239,56.8948
2023-10-04,12.4364,11.57,21.4537,10.4047,7.7745,8.6828,9.961,24.2155,19.9298,11.3198,5.913,28.5489,25.986,10.6248,56.2881
2023-10-05,12.1351,11.4432,21.5179,10.4445,7.7682,8.555,9.8749,24.5982,19.6377,11.1448,5.8787,28.4367,26.0737,10.3709,56.3137
2023-10-06,12.4175,11.5505,22.3935,10.6337,7.7172,8.8303,9.9179,24.8295,19.6126,11.0222,5.8787,29.15,26.695,10.3709,57.134
2023-10-09,12.3987,11.4919,22.2743,10.793,7.8764,9.0663,9.8232,24.616,19.6293,11.101,5.8873,30.3442,27.8422,10.1735,56.7239
2023-10-10,12.474,11.7553,22.2376,11.2012,7.9528,9.322,10.0127,24.5893,19.4708,11.3811,6.0415,30.6568,28.0493,10.4838,57.0657
2023-10-11,12.5117,11.7358,22.4485,10.9523,7.9719,9.6268,10.142,24.9007,19.3956,11.4687,6.0073,30.5526,27.9776,10.2769,57.5613
2023-10-13,12.2198,11.3163,22.3797,10.8029,7.7363,9.7055,10.03,24.6427,19.6794,11.1097,5.8701,31.5144,28.9017,10.1735,56.9033
2023-10-16,12.2481,11.4529,22.8335,10.7532,7.7873,9.8137,10.0472,24.6782,19.6711,11.3461,5.9301,31.827,29.2204,10.3427,57.51
2023-10-17,12.0504,10.9944,22.6272,10.564,7.6472,9.4007,10.0386,24.3134,19.7378,11.2148,5.6987,32.5483,30.009,10.3051,57.98
2023-10-18,11.7962,10.8578,22.5172,10.3449,7.4371,8.8795,9.737,23.8061,19.3539,10.7158,5.6131,33.3097,30.6861,10.0136,55.8522
2023-10-19,11.7868,10.731,22.6914,10.3449,7.5007,8.7025,9.6939,24.082,19.3372,10.8033,5.4331,33.0693,30.5428,10.5872,55.049
2023-10-20,11.7585,10.8773,22.6181,10.7432,7.5198,8.8008,9.3751,23.993,18.8448,10.6983,5.416,32.7086,30.1524,10.3991,53.5621
2023-10-23,11.7491,11.0334,22.586,10.9423,7.5835,8.968,9.4354,24.0197,18.7196,10.8559,5.4502,30.737,28.1608,10.6342,53.4596
2023-10-24,11.7868,11.3163,22.4806,11.0519,7.5962,8.6632,9.5905,24.0197,18.4693,10.8383,5.5102,31.2098,28.583,10.653,54.6815
2023-10-25,11.7115,11.2578,22.4851,11.0817,7.5453,8.4763,9.513,24.0642,18.486,10.8121,5.4417,31.298,28.7344,10.4367,54.6303
2023-10-26,11.8903,11.4432,22.9527,10.8328,7.7427,9.0663,9.7284,24.6605,18.5277,11.101,5.5788,31.0656,28.4397,10.8787,55.801
2023-10-27,11.5703,10.9261,22.3705,10.4744,7.5962,8.7123,9.7973,24.2956,18.3608,10.6895,5.4674,30.8412,28.2325,10.4367,57.7408
2023-10-30,11.6362,10.8091,22.2147,10.0064,7.4944,8.555,9.9093,24.0998,18.1824,10.4531,5.3817,30.5927,27.9457,10.4179,58.262
2023-10-31,12.1069,10.8286,22.1642,10.6237,7.4753,8.8205,10.1334,23.8684,18.0979,10.7333,5.5359,30.3282,27.6749,10.2581,58.9627
2023-11-01,12.2293,11.2676,22.1872,11.0917,7.7936,9.5088,10.3143,24.2047,18.3093,10.742,5.5702,30.6809,27.9776,10.4085,60.0907
2023-11-03,12.5117,11.9114,22.9665,11.2908,7.991,9.9808,10.9175,24.8726,18.47,11.5912,5.7759,30.9373,28.3122,10.9257,60.8427
2023-11-06,12.7188,11.9407,23.1269,12.7445,8.0738,10.1578,10.9261,25.1041,18.8844,11.0397,6.2729,30.8572,28.2883,10.7094,61.0991
2023-11-07,12.7753,12.1553,23.3882,12.5453,8.1311,10.5708,10.9433,25.8077,18.9436,11.5387,6.5643,30.1759,27.8183,10.8599,59.8856
2023-11-08,12.747,12.1651,23.6862,11.4103,8.0674,10.7577,10.9433,25.9234,19.3749,11.7751,6.4357,29.4626,27.2208,10.9069,59.9284
2023-11-09,12.6247,12.0577,22.696,11.5298,8.1502,10.2758,10.7882,26.0392,19.1127,11.8626,6.4272,30.0878,27.7864,11.0949,60.2189
2023-11-10,12.5682,12.6431,23.0306,12.0973,8.1884,10.3643,10.9175,26.3509,19.1465,11.3461,6.5129,29.9916,27.659,10.5966,61.1418
2023-11-13,12.6435,12.126,22.9436,12.2566,8.0993,10.443,10.8916,26.1728,18.9943,11.6875,6.4786,30.6648,28.4317,10.1077,61.0136
2023-11-14,12.8977,12.3504,23.0536,12.7743,8.3412,10.8462,11.8395,26.5646,19.1888,12.2829,6.7699,31.0175,28.822,10.606,62.9021
2023-11-16,12.8694,12.6041,23.049,13.7999,8.545,10.915,12.6581,26.9921,19.4763,12.6068,7.1898,30.3923,28.3202,10.7282,63.3209
2023-11-17,12.8035,12.4187,23.2232,14.1484,8.5131,10.4922,12.8046,27.1168,19.5694,12.563,7.0442,31.6747,29.2443,10.5214,63.4405
2023-11-20,12.8035,12.7894,23.347,14.2479,8.2712,10.4823,14.0195,27.3839,19.3495,12.8257,7.087,31.5705,29.2681,10.7188,64.9957
2023-11-21,12.6529,12.526,23.512,14.0986,8.0038,10.6397,14.1394,27.3394,19.4933,12.6068,7.2241,31.2579,28.9654,10.6248,66.5681
2023-11-22,12.7753,12.7016,23.3103,14.1484,7.2269,10.915,14.4645,27.5086,19.7977,13.1146,7.6269,31.3088,29.1072,10.5402,65.9353
2023-11-23,12.7565,12.8479,23.3882,14.0388,6.9977,11.2592,14.2478,27.473,19.7385,13.1583,7.7212,31.45,29.1155,10.8411,65.5213
2023-11-24,12.6058,12.6041,23.3607,13.9791,6.7239,11.033,14.1033,27.3216,19.4087,12.7469,7.8154,31.3586,29.1983,10.7564,64.9663
2023-11-27,12.7847,12.6041,23.7916,14.4371,6.7621,11.21,14.4464,27.2503,19.451,13.0183,7.9697,31.151,29.0327,10.747,64.5787
2023-11-28,12.8506,12.8967,24.1354,14.7856,6.8194,11.3968,14.5999,27.5175,19.6539,13.526,8.5096,31.4417,29.4715,10.794,64.7197
2023-11-29,12.5211,12.926,24.1721,15.0245,6.8895,11.1215,14.7083,27.7045,19.8146,14.0863,8.9123,31.0264,29.1651,10.7564,64.702
2023-11-30,12.8883,12.9748,24.8781,14.5964,7.0487,11.151,14.8256,28.132,19.0873,14.3315,8.3296,31.3171,29.7281,10.5308,65.0544
2023-12-01,13.2554,13.1991,24.9285,15.1142,7.0041,11.2788,15.4938,28.0675,17.8949,14.3402,8.6038,30.9018,29.5294,10.9445,66.2612
2023-12-04,13.2366,13.2089,24.8322,15.0644,7.0232,10.8855,15.3583,28.1031,17.675,14.0513,8.5096,30.2954,28.9002,10.8505,64.7725
2023-12-05,13.4061,13.1211,24.8322,14.4471,7.0805,10.9543,15.5118,28.3348,17.8695,14.2264,8.1668,30.0711,28.7678,11.0573,64.1735
2023-12-06,13.1707,12.9065,24.3005,13.8198,7.0869,11.21,15.4667,28.0853,17.8019,14.3402,8.0811,29.3567,27.733,11.1701,63.7507
2023-12-07,13.2554,12.965,24.6947,13.6406,7.0487,11.1313,15.3222,28.3972,17.4551,14.5503,7.9611,29.4481,27.6667,11.7625,63.9533
2023-12-08,13.472,13.2089,24.9606,13.78,6.9531,10.8757,15.5299,28.7564,17.5397,14.4015,8.1668,30.4532,28.5525,11.6309,64.1295
2023-12-11,13.4814,13.5894,24.956,13.7601,6.9022,10.9052,15.4757,28.5588,17.7088,14.2439,8.1839,30.3618,28.4449,11.7155,64.1823
2023-12-12,13.3966,13.5113,24.2189,13.7003,6.9914,11.1412,15.4848,28.4151,17.6327,14.1739,8.1925,29.8966,28.2131,11.7437,64.2968
2023-12-13,13.8391,14.0771,24.4404,14.009,7.2078,11.4952,15.8188,29.2773,18.1993,14.6466,8.4067,30.2954,28.6188,12.0916,64.3056
2023-12-14,13.6508,14.4673,24.6018,13.7501,7.2715,11.741,15.9001,29.5198,18.4784,15.277,8.261,31.0014,29.2397,12.2608,64.658
2023-12-15,13.6226,14.3113,25.1923,13.5311,7.2269,11.4263,16.2793,29.394,18.2332,15.1457,7.8497,30.7605,29.3059,12.3454,65.0632
2023-12-18,13.6979,14.3795,25.2108,13.8298,7.3352,11.4853,16.7308,29.5377,17.8103,15.1457,7.9011,31.3919,29.6701,12.4207,65.3715
2023-12-19,13.8391,14.1942,25.303,14.1782,7.4434,11.8,16.8843,29.5557,17.9964,15.1807,7.8926,31.5995,30.0096,12.6463,65.8296
2023-12-20,13.6115,13.8235,25.0078,14.0687,7.3607,12.2917,16.5953,29.2503,17.9879,14.9793,8.2182,31.6577,30.1172,12.4771,65.6182
2023-12-21,13.5718,14.1357,25.0447,13.9194,7.3161,12.2818,17.2003,29.4479,18.3939,15.0056,8.3896,31.6577,30.1255,12.4571,67.8028
2023-12-22,13.5817,14.1552,25.1139,13.7401,7.3974,12.1048,17.2544,29.9149,18.6536,15.5046,8.4067,32.0814,30.4152,12.7954,67.2919
2023-12-26,13.6412,14.3015,25.3446,13.6704,7.5385,12.0655,17.4802,30.2203,18.6281,15.3908,8.381,32.5631,30.9036,12.5151,67.5297
2023-12-27,13.7105,14.2235,25.3076,13.7501,7.5654,12.1835,17.6156,30.4268,18.7047,15.3645,8.3724,32.5133,30.9285,12.3895,68.1816
2023-12-28,13.6016,14.1942,25.5521,13.7501,7.7132,12.2425,17.751,30.5076,18.9262,15.2507,8.3125,32.3804,30.8291,12.3702,68.0054
